#id subset paternal_id maternal_id gender population
HG04222 3 0 0 1 ITU
HG04225 1 0 0 1 ITU
HG04227 3 0 0 2 STU
HG04229 3 0 0 1 STU
HG04235 2 0 0 1 ITU
HG04238 1 0 0 1 ITU
HG04239 3 0 0 1 ITU
NA06984 3 0 0 1 CEU
NA06985 3 0 0 2 CEU
NA06986 2 0 0 1 CEU
NA06989 2 0 0 2 CEU
NA06994 2 0 0 1 CEU
NA07000 3 0 0 2 CEU
NA07037 1 0 0 2 CEU
NA07048 3 NA07034 NA07055 1 CEU
NA07051 3 0 0 1 CEU
NA07056 2 0 0 2 CEU
NA07347 2 0 0 1 CEU
NA07357 3 0 0 1 CEU
NA10847 3 NA12146 NA12239 2 CEU
NA10851 1 NA12056 NA12057 1 CEU
NA11829 3 0 0 1 CEU
NA11830 2 0 0 2 CEU
NA11831 2 0 0 1 CEU
NA11832 2 0 0 2 CEU
NA11840 2 0 0 2 CEU
NA11843 1 0 0 1 CEU
NA11881 3 0 0 1 CEU
NA11892 3 0 0 2 CEU
NA11893 2 0 0 1 CEU
NA11894 1 0 0 2 CEU
NA11918 1 0 0 2 CEU
NA11919 2 0 0 1 CEU
NA11920 2 0 0 2 CEU
NA11930 3 0 0 1 CEU
NA11931 1 0 0 2 CEU
NA11932 3 0 0 1 CEU
NA11933 1 0 0 2 CEU
NA11992 1 0 0 1 CEU
NA11994 3 0 0 1 CEU
NA11995 3 0 0 2 CEU
NA12003 2 0 0 1 CEU
NA12004 1 0 0 2 CEU
NA12005 2 0 0 1 CEU
NA12006 1 0 0 2 CEU
NA12043 2 0 0 1 CEU
NA12044 3 0 0 2 CEU
NA12045 2 0 0 1 CEU
NA12046 3 0 0 2 CEU
NA12058 1 0 0 2 CEU
NA12144 1 0 0 1 CEU
NA12154 1 0 0 1 CEU
NA12155 3 0 0 1 CEU
NA12156 3 0 0 2 CEU
NA12234 1 0 0 2 CEU
NA12249 2 0 0 2 CEU
NA12272 2 0 0 1 CEU
NA12273 1 0 0 2 CEU
NA12275 1 0 0 2 CEU
NA12282 3 0 0 1 CEU
NA12283 3 0 0 2 CEU
NA12286 1 0 0 1 CEU
NA12287 3 0 0 2 CEU
NA12340 3 0 0 1 CEU
NA12341 1 0 0 2 CEU
NA12342 3 0 0 1 CEU
NA12347 2 0 0 1 CEU
NA12348 3 0 0 2 CEU
NA12383 3 0 0 2 CEU
NA12399 1 0 0 1 CEU
NA12400 3 0 0 2 CEU
NA12413 3 0 0 1 CEU
NA12414 1 0 0 2 CEU
NA12489 2 0 0 2 CEU
NA12546 2 0 0 1 CEU
NA12716 3 0 0 1 CEU
NA12717 3 0 0 2 CEU
NA12718 1 0 0 2 CEU
NA12748 3 0 0 1 CEU
NA12749 2 0 0 2 CEU
NA12750 1 0 0 1 CEU
NA12751 2 0 0 2 CEU
NA12760 3 0 0 1 CEU
NA12761 1 0 0 2 CEU
NA12762 1 0 0 1 CEU
NA12763 1 0 0 2 CEU
NA12775 3 0 0 1 CEU
NA12776 1 0 0 2 CEU
NA12777 3 0 0 1 CEU
NA12778 1 0 0 2 CEU
NA12812 1 0 0 1 CEU
NA12813 2 0 0 2 CEU
NA12814 3 0 0 1 CEU
NA12815 1 0 0 2 CEU
NA12827 1 0 0 1 CEU
NA12828 3 0 0 2 CEU
NA12829 1 0 0 1 CEU
NA12830 3 0 0 2 CEU
NA12842 2 0 0 1 CEU
NA12843 3 0 0 2 CEU
NA12872 1 0 0 1 CEU
NA12873 2 0 0 2 CEU
NA12874 2 0 0 1 CEU
NA12878 1 NA12891 NA12892 2 CEU
NA12889 3 0 0 1 CEU
NA12890 2 0 0 2 CEU
NA18486 2 0 0 1 YRI
NA18488 3 0 0 2 YRI
NA18489 3 0 0 2 YRI
NA18498 3 0 0 1 YRI
NA18499 3 0 0 2 YRI
NA18501 2 0 0 1 YRI
NA18502 2 0 0 2 YRI
NA18504 1 0 0 1 YRI
NA18505 3 0 0 2 YRI
NA18507 2 0 0 1 YRI
NA18508 1 0 0 2 YRI
NA18510 1 0 0 1 YRI
NA18511 3 0 0 2 YRI
NA18516 1 0 0 1 YRI
NA18517 3 0 0 2 YRI
NA18519 1 0 0 1 YRI
NA18520 2 0 0 2 YRI
NA18522 1 0 0 1 YRI
NA18523 1 0 0 2 YRI
NA18525 2 0 0 2 CHB
NA18526 2 0 0 2 CHB
NA18528 3 0 0 2 CHB
NA18530 2 0 0 1 CHB
NA18531 1 0 0 2 CHB
NA18532 3 0 0 2 CHB
NA18533 3 0 0 2 CHB
NA18534 2 0 0 1 CHB
NA18535 3 0 0 2 CHB
NA18536 2 0 0 1 CHB
NA18537 2 0 0 2 CHB
NA18538 3 0 0 2 CHB
NA18539 1 0 0 2 CHB
NA18541 3 0 0 2 CHB
NA18542 1 0 0 2 CHB
NA18543 3 0 0 1 CHB
NA18544 3 0 0 1 CHB
NA18545 2 0 0 2 CHB
NA18546 2 0 0 1 CHB
NA18547 2 0 0 2 CHB
NA18548 3 0 0 1 CHB
NA18549 3 0 0 1 CHB
NA18550 2 0 0 2 CHB
NA18552 3 0 0 2 CHB
NA18553 1 0 0 2 CHB
NA18555 3 0 0 2 CHB
NA18557 1 0 0 1 CHB
NA18558 2 0 0 1 CHB
NA18559 1 0 0 1 CHB
NA18560 2 0 0 2 CHB
NA18561 2 0 0 1 CHB
NA18562 2 0 0 1 CHB
NA18563 1 0 0 1 CHB
NA18564 2 0 0 2 CHB
NA18565 2 0 0 2 CHB
NA18566 1 0 0 2 CHB
NA18567 3 0 0 2 CHB
NA18570 2 0 0 2 CHB
NA18571 2 0 0 2 CHB
NA18572 3 0 0 1 CHB
NA18573 1 0 0 2 CHB
NA18574 2 0 0 2 CHB
NA18577 3 0 0 2 CHB
NA18579 2 0 0 2 CHB
NA18582 3 0 0 2 CHB
NA18591 3 0 0 2 CHB
NA18592 1 0 0 2 CHB
NA18593 2 0 0 2 CHB
NA18595 3 0 0 2 CHB
NA18596 2 0 0 2 CHB
NA18597 2 0 0 2 CHB
NA18599 1 0 0 2 CHB
NA18602 2 0 0 2 CHB
NA18603 3 0 0 1 CHB
NA18605 3 0 0 1 CHB
NA18606 2 0 0 1 CHB
NA18608 1 0 0 1 CHB
NA18609 1 0 0 1 CHB
NA18610 1 0 0 2 CHB
NA18611 1 0 0 1 CHB
NA18612 1 0 0 1 CHB
NA18613 3 0 0 1 CHB
NA18614 3 0 0 2 CHB
NA18615 3 0 0 2 CHB
NA18616 3 0 0 2 CHB
NA18617 2 0 0 2 CHB
NA18618 2 0 0 2 CHB
NA18619 2 0 0 2 CHB
NA18620 1 0 0 1 CHB
NA18621 3 0 0 1 CHB
NA18622 3 0 0 1 CHB
NA18623 1 0 0 1 CHB
NA18624 1 0 0 1 CHB
NA18625 1 0 0 2 CHB
NA18626 2 0 0 2 CHB
NA18627 3 0 0 2 CHB
NA18628 1 0 0 2 CHB
NA18629 3 0 0 1 CHB
NA18630 2 0 0 2 CHB
NA18631 2 0 0 2 CHB
NA18632 2 0 0 1 CHB
NA18633 3 0 0 1 CHB
NA18634 1 0 0 2 CHB
NA18635 1 0 0 1 CHB
NA18636 2 0 0 1 CHB
NA18637 2 0 0 1 CHB
NA18638 3 0 0 1 CHB
NA18639 2 0 0 1 CHB
NA18640 3 0 0 2 CHB
NA18641 3 0 0 2 CHB
NA18642 2 0 0 2 CHB
NA18643 1 0 0 1 CHB
NA18644 3 0 0 2 CHB
NA18645 2 0 0 1 CHB
NA18646 2 0 0 2 CHB
NA18647 1 0 0 1 CHB
NA18648 2 0 0 1 CHB
NA18740 3 0 0 1 CHB
NA18745 1 0 0 1 CHB
NA18747 3 0 0 1 CHB
NA18748 3 0 0 1 CHB
NA18749 3 0 0 1 CHB
NA18757 3 0 0 1 CHB
NA18853 3 0 0 1 YRI
NA18856 3 0 0 1 YRI
NA18858 3 0 0 2 YRI
NA18861 2 0 0 2 YRI
NA18864 2 0 0 2 YRI
NA18865 2 0 0 1 YRI
NA18867 1 0 0 2 YRI
NA18868 3 0 0 1 YRI
NA18870 2 0 0 2 YRI
NA18871 3 0 0 1 YRI
NA18873 1 0 0 2 YRI
NA18874 3 0 0 1 YRI
NA18876 3 0 0 2 YRI
NA18877 1 0 0 1 YRI
NA18878 3 0 0 2 YRI
NA18879 3 0 0 1 YRI
NA18881 3 0 0 2 YRI
NA18907 2 0 0 2 YRI
NA18908 2 0 0 1 YRI
NA18909 2 0 0 2 YRI
NA18910 1 0 0 1 YRI
NA18912 1 0 0 2 YRI
NA18915 3 0 0 1 YRI
NA18916 1 0 0 2 YRI
NA18917 1 0 0 1 YRI
NA18923 1 0 0 1 YRI
NA18924 2 0 0 2 YRI
NA18933 1 0 0 2 YRI
NA18934 2 0 0 1 YRI
NA18939 1 0 0 2 JPT
NA18940 1 0 0 1 JPT
NA18941 2 0 0 2 JPT
NA18942 1 0 0 2 JPT
NA18943 1 0 0 1 JPT
NA18944 2 0 0 1 JPT
NA18945 2 0 0 1 JPT
NA18946 1 0 0 2 JPT
NA18947 1 0 0 2 JPT
NA18948 3 0 0 1 JPT
NA18949 1 0 0 2 JPT
NA18950 2 0 0 2 JPT
NA18951 3 0 0 2 JPT
NA18952 1 0 0 1 JPT
NA18953 2 0 0 1 JPT
NA18954 1 0 0 2 JPT
NA18956 1 0 0 2 JPT
NA18957 2 0 0 2 JPT
NA18959 2 0 0 1 JPT
NA18960 1 0 0 1 JPT
NA18961 1 0 0 1 JPT
NA18962 1 0 0 1 JPT
NA18963 3 0 0 2 JPT
NA18964 1 0 0 2 JPT
NA18965 2 0 0 1 JPT
NA18966 1 0 0 1 JPT
NA18967 3 0 0 1 JPT
NA18968 2 0 0 2 JPT
NA18969 1 0 0 2 JPT
NA18970 1 0 0 1 JPT
NA18971 3 0 0 1 JPT
NA18972 1 0 0 2 JPT
NA18973 2 0 0 2 JPT
NA18974 3 0 0 1 JPT
NA18975 1 0 0 2 JPT
NA18976 3 0 0 2 JPT
NA18977 1 0 0 1 JPT
NA18978 1 0 0 2 JPT
NA18979 3 0 0 2 JPT
NA18980 2 0 0 2 JPT
NA18981 1 0 0 2 JPT
NA18982 1 0 0 1 JPT
NA18983 1 0 0 1 JPT
NA18984 3 0 0 1 JPT
NA18985 2 0 0 1 JPT
NA18986 2 0 0 1 JPT
NA18987 2 0 0 2 JPT
NA18988 2 0 0 1 JPT
NA18989 2 0 0 1 JPT
NA18990 2 0 0 1 JPT
NA18991 1 0 0 2 JPT
NA18992 3 0 0 2 JPT
NA18993 2 0 0 2 JPT
NA18994 3 0 0 1 JPT
NA18995 1 0 0 1 JPT
NA18997 2 0 0 2 JPT
NA18998 2 0 0 2 JPT
NA18999 2 0 0 2 JPT
NA19000 2 0 0 1 JPT
NA19001 3 0 0 2 JPT
NA19002 3 0 0 2 JPT
NA19003 2 0 0 2 JPT
NA19004 2 0 0 1 JPT
NA19005 2 0 0 1 JPT
NA19006 3 0 0 1 JPT
NA19007 3 0 0 1 JPT
NA19009 3 0 0 1 JPT
NA19010 2 0 0 2 JPT
NA19011 2 0 0 2 JPT
NA19012 3 0 0 1 JPT
NA19017 1 0 0 2 LWK
NA19019 1 0 0 2 LWK
NA19020 2 0 0 1 LWK
NA19023 3 0 0 2 LWK
NA19024 1 0 0 2 LWK
NA19025 1 0 0 1 LWK
NA19026 2 0 0 1 LWK
NA19027 3 0 0 1 LWK
NA19028 3 0 0 1 LWK
NA19030 3 0 0 2 LWK
NA19031 2 0 0 1 LWK
NA19035 2 0 0 1 LWK
NA19036 2 0 0 2 LWK
NA19037 3 0 0 2 LWK
NA19038 1 0 0 2 LWK
NA19041 2 0 0 1 LWK
NA19042 2 0 0 2 LWK
NA19043 1 0 0 1 LWK
NA19054 2 0 0 2 JPT
NA19055 3 0 0 1 JPT
NA19056 3 0 0 1 JPT
NA19057 2 0 0 2 JPT
NA19058 3 0 0 1 JPT
NA19059 3 0 0 2 JPT
NA19060 1 0 0 1 JPT
NA19062 3 0 0 1 JPT
NA19063 3 0 0 1 JPT
NA19064 1 0 0 2 JPT
NA19065 2 0 0 2 JPT
NA19066 3 0 0 1 JPT
NA19067 2 0 0 1 JPT
NA19068 3 0 0 1 JPT
NA19070 1 0 0 1 JPT
NA19072 2 0 0 1 JPT
NA19074 3 0 0 2 JPT
NA19075 2 0 0 1 JPT
NA19076 3 0 0 1 JPT
NA19077 2 0 0 2 JPT
NA19078 1 0 0 2 JPT
NA19079 3 0 0 1 JPT
NA19080 1 0 0 2 JPT
NA19081 2 0 0 2 JPT
NA19082 3 0 0 1 JPT
NA19083 2 0 0 1 JPT
NA19084 3 0 0 2 JPT
NA19085 2 0 0 1 JPT
NA19086 1 0 0 1 JPT
NA19087 1 0 0 2 JPT
NA19088 2 0 0 1 JPT
NA19089 3 0 0 1 JPT
NA19090 2 0 0 2 JPT
NA19091 1 0 0 1 JPT
NA19092 1 0 0 1 YRI
NA19093 3 0 0 2 YRI
NA19095 2 0 0 2 YRI
NA19096 2 0 0 1 YRI
NA19098 3 0 0 1 YRI
NA19099 2 0 0 2 YRI
NA19102 1 0 0 2 YRI
NA19107 3 0 0 1 YRI
NA19108 1 0 0 2 YRI
NA19113 2 0 0 1 YRI
NA19114 3 0 0 2 YRI
NA19116 3 0 0 2 YRI
NA19117 1 0 0 1 YRI
NA19118 3 0 0 2 YRI
NA19119 1 0 0 1 YRI
NA19121 1 0 0 1 YRI
NA19129 2 NA19128 NA19127 2 YRI
NA19130 2 0 0 1 YRI
NA19131 1 0 0 2 YRI
NA19137 2 0 0 2 YRI
NA19138 1 0 0 1 YRI
NA19141 2 0 0 1 YRI
NA19143 2 0 0 2 YRI
NA19144 1 0 0 1 YRI
NA19146 1 0 0 1 YRI
NA19147 3 0 0 2 YRI
NA19149 1 0 0 2 YRI
NA19152 1 0 0 2 YRI
NA19153 2 0 0 1 YRI
NA19159 1 0 0 2 YRI
NA19160 3 0 0 1 YRI
NA19171 1 0 0 1 YRI
NA19172 1 0 0 2 YRI
NA19175 3 0 0 1 YRI
NA19184 1 0 0 1 YRI
NA19185 1 0 0 2 YRI
NA19189 2 0 0 1 YRI
NA19190 2 0 0 2 YRI
NA19197 3 0 0 2 YRI
NA19198 1 0 0 1 YRI
NA19200 1 0 0 1 YRI
NA19201 3 0 0 2 YRI
NA19204 3 0 0 2 YRI
NA19206 3 0 0 2 YRI
NA19207 1 0 0 1 YRI
NA19209 2 0 0 2 YRI
NA19210 2 0 0 1 YRI
NA19213 2 0 0 1 YRI
NA19214 1 0 0 2 YRI
NA19222 2 0 0 2 YRI
NA19223 2 0 0 1 YRI
NA19225 3 0 0 2 YRI
NA19235 3 0 0 2 YRI
NA19236 2 0 0 1 YRI
NA19238 2 0 0 2 YRI
NA19239 1 0 0 1 YRI
NA19247 1 0 0 2 YRI
NA19248 2 0 0 1 YRI
NA19256 1 0 0 1 YRI
NA19257 2 0 0 2 YRI
NA19307 3 0 0 1 LWK
NA19308 2 0 0 1 LWK
NA19309 2 0 0 1 LWK
NA19310 3 0 0 2 LWK
NA19312 1 0 0 1 LWK
NA19314 2 0 0 2 LWK
NA19315 2 0 0 2 LWK
NA19316 1 0 0 2 LWK
NA19317 2 0 0 1 LWK
NA19318 3 0 0 1 LWK
NA19319 3 0 0 1 LWK
NA19320 1 0 0 2 LWK
NA19321 1 0 0 2 LWK
NA19323 1 0 0 2 LWK
NA19324 1 0 0 2 LWK
NA19327 2 0 0 2 LWK
NA19328 3 0 0 2 LWK
NA19331 3 0 0 1 LWK
NA19332 1 0 0 2 LWK
NA19334 1 0 0 1 LWK
NA19338 1 0 0 2 LWK
NA19346 2 0 0 1 LWK
NA19347 2 0 0 1 LWK
NA19350 1 0 0 1 LWK
NA19351 2 0 0 2 LWK
NA19355 1 0 0 2 LWK
NA19360 3 0 0 1 LWK
NA19372 2 0 0 1 LWK
NA19374 2 0 0 1 LWK
NA19375 3 0 0 1 LWK
NA19376 3 0 0 1 LWK
NA19377 1 0 0 2 LWK
NA19378 3 0 0 2 LWK
NA19379 2 0 0 2 LWK
NA19380 1 0 0 1 LWK
NA19383 2 0 0 1 LWK
NA19384 1 0 0 1 LWK
NA19385 1 0 0 1 LWK
NA19390 1 0 0 2 LWK
NA19391 3 0 0 2 LWK
NA19393 3 0 0 1 LWK
NA19394 2 0 0 1 LWK
NA19395 3 0 0 2 LWK
NA19397 3 0 0 1 LWK
NA19399 2 0 0 2 LWK
NA19401 3 0 0 2 LWK
NA19403 2 0 0 2 LWK
NA19404 3 0 0 2 LWK
NA19428 3 0 0 1 LWK
NA19429 2 0 0 1 LWK
NA19430 2 0 0 1 LWK
NA19431 1 0 0 2 LWK
NA19434 2 0 NA19432 2 LWK
NA19435 2 0 0 2 LWK
NA19436 2 0 0 2 LWK
NA19437 3 0 0 2 LWK
NA19438 3 0 0 2 LWK
NA19439 1 0 0 2 LWK
NA19440 3 0 0 2 LWK
NA19443 1 0 0 1 LWK
NA19445 1 NA19453 0 2 LWK
NA19446 2 0 0 2 LWK
NA19448 2 0 0 1 LWK
NA19449 3 0 0 2 LWK
NA19451 1 0 0 1 LWK
NA19452 1 0 0 1 LWK
NA19454 2 0 0 1 LWK
NA19455 2 0 0 1 LWK
NA19456 3 0 0 2 LWK
NA19457 2 0 0 2 LWK
NA19461 1 0 0 1 LWK
NA19462 1 0 0 2 LWK
NA19463 1 0 0 2 LWK
NA19466 3 0 0 1 LWK
NA19467 2 0 0 2 LWK
NA19468 1 0 0 2 LWK
NA19471 3 0 0 2 LWK
NA19472 3 0 0 2 LWK
NA19473 3 0 0 2 LWK
NA19474 1 0 0 2 LWK
NA19475 3 0 0 2 LWK
NA19625 1 0 0 2 ASW
NA19648 2 0 0 2 MXL
NA19649 3 0 0 1 MXL
NA19651 1 0 0 2 MXL
NA19652 3 0 0 1 MXL
NA19654 3 0 0 2 MXL
NA19655 3 0 0 1 MXL
NA19657 1 0 0 2 MXL
NA19658 3 0 0 1 MXL
NA19661 1 0 0 1 MXL
NA19663 1 0 0 2 MXL
NA19664 1 0 0 1 MXL
NA19669 1 0 0 2 MXL
NA19670 1 0 0 1 MXL
NA19676 1 0 0 1 MXL
NA19678 2 0 0 2 MXL
NA19679 1 0 0 1 MXL
NA19681 1 0 0 2 MXL
NA19682 2 0 0 1 MXL
NA19684 1 0 0 2 MXL
NA19700 2 0 0 1 ASW
NA19701 1 0 0 2 ASW
NA19703 3 0 0 1 ASW
NA19704 3 0 0 2 ASW
NA19707 3 0 0 2 ASW
NA19711 3 0 0 1 ASW
NA19712 1 0 0 2 ASW
NA19713 1 0 0 2 ASW
NA19716 1 0 0 2 MXL
NA19717 1 0 0 1 MXL
NA19719 2 0 0 2 MXL
NA19720 2 0 0 1 MXL
NA19722 2 0 0 2 MXL
NA19723 1 0 0 1 MXL
NA19725 3 0 0 2 MXL
NA19726 1 0 0 1 MXL
NA19728 1 0 0 2 MXL
NA19729 2 0 0 1 MXL
NA19731 1 0 0 2 MXL
NA19732 2 0 0 1 MXL
NA19734 1 0 0 2 MXL
NA19735 3 0 0 1 MXL
NA19740 3 0 0 2 MXL
NA19741 1 0 0 1 MXL
NA19746 1 0 0 2 MXL
NA19747 1 0 0 1 MXL
NA19749 3 0 0 2 MXL
NA19750 1 0 0 1 MXL
NA19752 2 0 0 2 MXL
NA19755 3 0 0 2 MXL
NA19756 3 0 0 1 MXL
NA19758 2 0 0 2 MXL
NA19759 1 0 0 1 MXL
NA19761 1 0 0 2 MXL
NA19762 3 0 0 1 MXL
NA19764 1 0 0 2 MXL
NA19770 3 0 0 2 MXL
NA19771 1 0 0 1 MXL
NA19773 2 0 0 2 MXL
NA19774 1 0 0 1 MXL
NA19776 3 0 0 2 MXL
NA19777 3 0 0 1 MXL
NA19779 3 0 0 2 MXL
NA19780 2 0 0 1 MXL
NA19782 3 0 0 2 MXL
NA19783 3 0 0 1 MXL
NA19785 3 0 0 2 MXL
NA19786 2 0 0 1 MXL
NA19788 3 0 0 2 MXL
NA19789 2 0 0 1 MXL
NA19792 1 0 0 1 MXL
NA19794 2 0 0 2 MXL
NA19795 2 0 0 1 MXL
NA19818 2 0 0 1 ASW
NA19819 2 0 0 2 ASW
NA19834 1 0 0 1 ASW
NA19835 1 0 0 2 ASW
NA19900 1 0 0 1 ASW
NA19901 3 0 0 2 ASW
NA19904 1 0 0 1 ASW
NA19908 3 0 0 1 ASW
NA19909 2 0 0 2 ASW
NA19913 3 0 0 2 ASW
NA19914 2 0 0 2 ASW
NA19916 2 0 0 1 ASW
NA19917 2 0 0 2 ASW
NA19920 3 0 0 1 ASW
NA19921 1 0 0 2 ASW
NA19922 2 0 0 1 ASW
NA19923 1 0 0 2 ASW
NA19982 1 0 0 1 ASW
NA19984 1 0 0 1 ASW
NA20126 3 0 0 1 ASW
NA20127 3 0 0 2 ASW
NA20274 1 0 0 2 ASW
NA20276 2 0 0 2 ASW
NA20278 1 0 0 1 ASW
NA20281 3 0 0 1 ASW
NA20282 1 0 0 2 ASW
NA20287 3 0 0 2 ASW
NA20289 1 0 0 2 ASW
NA20291 2 0 0 1 ASW
NA20294 1 0 0 2 ASW
NA20296 3 0 0 2 ASW
NA20298 2 0 0 1 ASW
NA20299 1 0 0 2 ASW
NA20314 1 0 0 2 ASW
NA20317 2 0 0 2 ASW
NA20318 3 0 0 1 ASW
NA20320 3 0 0 2 ASW
NA20321 1 0 0 2 ASW
NA20332 2 0 0 2 ASW
NA20334 3 0 0 2 ASW
NA20339 3 0 0 2 ASW
NA20340 1 0 0 1 ASW
NA20342 1 0 0 1 ASW
NA20346 3 0 0 1 ASW
NA20348 2 0 0 1 ASW
NA20351 3 0 0 1 ASW
NA20355 1 0 0 2 ASW
NA20356 3 0 0 1 ASW
NA20357 2 0 0 2 ASW
NA20359 3 0 0 2 ASW
NA20362 2 0 0 1 ASW
NA20412 3 0 0 2 ASW
NA20502 1 0 0 2 TSI
NA20503 3 0 0 2 TSI
NA20504 1 0 0 2 TSI
NA20505 2 0 0 2 TSI
NA20506 3 0 0 2 TSI
NA20507 2 0 0 2 TSI
NA20508 2 0 0 2 TSI
NA20509 1 0 0 1 TSI
NA20510 1 0 0 1 TSI
NA20511 1 0 0 1 TSI
NA20512 3 0 0 1 TSI
NA20513 1 0 0 1 TSI
NA20514 3 0 0 2 TSI
NA20515 2 0 0 1 TSI
NA20516 1 0 0 1 TSI
NA20517 2 0 0 2 TSI
NA20518 1 0 0 1 TSI
NA20519 2 0 0 1 TSI
NA20520 1 0 0 1 TSI
NA20521 3 0 0 1 TSI
NA20522 2 0 0 2 TSI
NA20524 3 0 0 1 TSI
NA20525 2 0 0 1 TSI
NA20527 3 0 0 1 TSI
NA20528 1 0 0 1 TSI
NA20529 2 0 0 2 TSI
NA20530 2 0 0 2 TSI
NA20531 3 0 0 2 TSI
NA20532 2 0 0 1 TSI
NA20533 3 0 0 2 TSI
NA20534 2 0 0 1 TSI
NA20535 2 0 0 2 TSI
NA20536 2 0 0 1 TSI
NA20538 3 0 0 1 TSI
NA20539 1 0 0 1 TSI
NA20540 3 0 0 2 TSI
NA20541 1 0 0 2 TSI
NA20542 1 0 0 2 TSI
NA20543 3 0 0 1 TSI
NA20544 1 0 0 1 TSI
NA20581 1 0 0 1 TSI
NA20582 2 0 0 2 TSI
NA20585 2 0 0 2 TSI
NA20586 2 0 0 1 TSI
NA20587 2 0 0 2 TSI
NA20588 1 0 0 1 TSI
NA20589 2 0 0 2 TSI
NA20752 1 0 0 1 TSI
NA20753 3 0 0 2 TSI
NA20754 3 0 0 1 TSI
NA20755 1 0 0 1 TSI
NA20756 2 0 0 2 TSI
NA20757 3 0 0 2 TSI
NA20758 2 0 0 1 TSI
NA20759 2 0 0 1 TSI
NA20760 1 0 0 2 TSI
NA20761 1 0 0 2 TSI
NA20762 2 0 0 1 TSI
NA20763 1 0 0 1 TSI
NA20764 3 0 0 2 TSI
NA20765 3 0 0 1 TSI
NA20766 3 0 0 2 TSI
NA20767 1 0 0 1 TSI
NA20768 3 0 0 2 TSI
NA20769 1 0 0 2 TSI
NA20770 1 0 0 1 TSI
NA20771 3 0 0 2 TSI
NA20772 3 0 0 2 TSI
NA20773 2 0 0 2 TSI
NA20774 2 0 0 2 TSI
NA20775 2 0 0 2 TSI
NA20778 3 0 0 1 TSI
NA20783 3 0 0 1 TSI
NA20785 2 0 0 1 TSI
NA20786 1 0 0 2 TSI
NA20787 2 0 0 1 TSI
NA20790 3 0 0 2 TSI
NA20792 1 0 0 1 TSI
NA20795 3 0 0 2 TSI
NA20796 1 0 0 1 TSI
NA20797 3 0 0 2 TSI
NA20798 1 0 0 1 TSI
NA20799 1 0 0 2 TSI
NA20800 2 0 0 2 TSI
NA20801 1 0 0 1 TSI
NA20802 2 0 0 2 TSI
NA20803 2 0 0 1 TSI
NA20804 2 0 0 2 TSI
NA20805 1 0 0 1 TSI
NA20806 1 0 0 1 TSI
NA20807 3 0 0 2 TSI
NA20808 2 0 0 2 TSI
NA20809 1 0 0 1 TSI
NA20810 3 0 0 1 TSI
NA20811 3 0 0 1 TSI
NA20812 2 0 0 1 TSI
NA20813 1 0 0 2 TSI
NA20814 3 0 0 1 TSI
NA20815 3 0 0 1 TSI
NA20818 1 0 0 2 TSI
NA20819 3 0 0 2 TSI
NA20821 2 0 0 2 TSI
NA20822 1 0 0 2 TSI
NA20826 3 0 0 2 TSI
NA20827 2 0 0 1 TSI
NA20828 1 0 0 2 TSI
NA20832 1 0 0 2 TSI
NA20845 2 0 0 1 GIH
NA20846 3 0 0 1 GIH
NA20847 3 0 0 2 GIH
NA20849 3 0 0 2 GIH
NA20850 2 0 0 1 GIH
NA20851 3 0 0 2 GIH
NA20852 2 0 0 1 GIH
NA20853 2 0 0 2 GIH
NA20854 2 0 0 2 GIH
NA20856 3 0 0 2 GIH
NA20858 3 0 0 1 GIH
NA20859 1 0 0 2 GIH
NA20861 1 0 0 1 GIH
NA20862 3 0 0 2 GIH
NA20863 1 0 0 1 GIH
NA20864 2 0 0 1 GIH
NA20866 2 0 0 1 GIH
NA20867 3 0 0 1 GIH
NA20868 1 0 0 2 GIH
NA20869 1 0 0 2 GIH
NA20870 3 0 0 1 GIH
NA20872 1 0 0 2 GIH
NA20874 2 0 0 2 GIH
NA20875 1 0 0 2 GIH
NA20876 1 0 0 2 GIH
NA20877 3 0 0 2 GIH
NA20878 2 0 0 2 GIH
NA20881 2 0 0 2 GIH
NA20882 3 0 0 2 GIH
NA20884 2 0 0 1 GIH
NA20885 1 0 0 1 GIH
NA20886 3 0 0 2 GIH
NA20887 1 0 0 1 GIH
NA20888 2 0 0 2 GIH
NA20889 3 0 0 1 GIH
NA20890 2 0 0 1 GIH
NA20891 1 0 0 1 GIH
NA20892 3 0 0 2 GIH
NA20894 2 0 0 2 GIH
NA20895 1 0 0 1 GIH
NA20896 1 0 0 2 GIH
NA20897 3 0 0 1 GIH
NA20899 1 0 0 2 GIH
NA20900 3 0 0 2 GIH
NA20901 1 0 0 1 GIH
NA20902 3 0 0 2 GIH
NA20903 1 0 0 1 GIH
NA20904 2 0 0 1 GIH
NA20905 2 0 0 1 GIH
NA20906 1 0 0 2 GIH
NA20908 1 0 0 2 GIH
NA20910 3 NA20909 0 2 GIH
NA20911 2 0 0 1 GIH
NA21086 1 0 0 2 GIH
NA21087 3 0 0 1 GIH
NA21088 2 0 0 2 GIH
NA21089 2 0 0 2 GIH
NA21090 1 0 0 1 GIH
NA21091 3 0 0 1 GIH
NA21092 2 0 0 1 GIH
NA21093 2 0 0 1 GIH
NA21094 3 0 0 1 GIH
NA21095 2 0 0 1 GIH
NA21097 2 0 0 2 GIH
NA21098 3 0 0 1 GIH
NA21099 1 0 0 1 GIH
NA21100 1 0 0 1 GIH
NA21101 3 0 0 2 GIH
